module,type,name,res_id,src,value,comments
product,code,addons/product/models/product_attribute.py,442,You cannot change the value of the value %s set on product %s.,You cannot change the value of the value %s set on product %s.,
product,code,addons/product/models/product.py,57,You cannot create recursive categories.,You cannot create recursive categories.,
product,model,"ir.model.constraint,message",product.constraint_product_attribute_value_value_company_uniq,You cannot create two values with the same name for the same attribute.,You cannot create two values with the same name for the same attribute.,
product,code,addons/product/models/decimal_precision.py,16,You cannot define the decimal precision of 'Account' as greater than the rounding factor of the company's main currency,You cannot define the decimal precision of 'Account' as greater than the rounding factor of the company's main currency,
product,code,addons/product/models/product_attribute.py,75,"You cannot delete the attribute %s because it is used on the following products:
%s","You cannot delete the attribute %s because it is used on the following products:
%s",
product,code,addons/product/models/product_attribute.py,141,"You cannot delete the value %s because it is used on the following products:
%s","You cannot delete the value %s because it is used on the following products:
%s",
product,code,addons/product/models/product_attribute.py,233,You cannot move the attribute %s from the product %s to the product %s.,You cannot move the attribute %s from the product %s to the product %s.,
product,code,addons/product/models/product_attribute.py,428,You cannot update related variants from the values. Please update related values from the variants.,You cannot update related variants from the values. Please update related values from the variants.,
product,code,addons/product/models/product_attribute.py,435,You cannot update related variants from the values. Please update related values from the variants.,You cannot update related variants from the values. Please update related values from the variants.,
product,model_terms,"ir.actions.act_window,help",product.product_normal_action,"You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.","You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.",
product,model_terms,"ir.actions.act_window,help",product.product_template_action,"You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.","You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.",
product,model_terms,"ir.actions.act_window,help",product.product_variant_action,"You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.
                The product form contains information to simplify the sale process:
                price, notes in the quotation, accounting data, procurement methods, etc.","You must define a product for everything you sell or purchase,
                whether it's a storable product, a consumable or a service.
                The product form contains information to simplify the sale process:
                price, notes in the quotation, accounting data, procurement methods, etc.",
product,model_terms,"ir.actions.act_window,help",product.product_normal_action_sell,"You must define a product for everything you sell, whether it's a physical product,
                a consumable or a service you offer to customers.
                The product form contains information to simplify the sale process:
                price, notes in the quotation, accounting data, procurement methods, etc.","You must define a product for everything you sell, whether it's a physical product,
                a consumable or a service you offer to customers.
                The product form contains information to simplify the sale process:
                price, notes in the quotation, accounting data, procurement methods, etc.",
product,code,addons/product/models/product_template.py,30,You must define at least one product category in order to be able to create products.,You must define at least one product category in order to be able to create products.,
product,model_terms,"ir.ui.view,arch_db",product.product_supplierinfo_form_view,days,days,
product,model_terms,"ir.ui.view,arch_db",product.product_supplierinfo_view_kanban,days,days,
product,model_terms,"ir.ui.view,arch_db",product.product_category_form_view,e.g. Lamps,e.g. Lamps,
product,model_terms,"ir.ui.view,arch_db",product.product_variant_easy_edit_view,e.g. Odoo Enterprise Subscription,e.g. Odoo Enterprise Subscription,
product,model_terms,"ir.ui.view,arch_db",product.product_pricelist_view,e.g. USD Retailers,e.g. USD Retailers,
product,model_terms,"ir.ui.view,arch_db",product.product_template_form_view,per,per,
product,code,addons/product/models/product.py,661,product,product,
product,code,addons/product/models/product_template.py,1218,product,product,
product,model_terms,"ir.ui.view,arch_db",product.view_partner_property_form,the parent company,the parent company,
product,model_terms,"ir.ui.view,arch_db",product.product_variant_easy_edit_view,the product template.,the product template.,
product,model_terms,"ir.ui.view,arch_db",product.product_supplierinfo_form_view,to,to,
resource,code,addons/resource/models/resource.py,204,%s (copy),%s (copy),
resource,code,addons/resource/models/resource.py,792,%s (copy),%s (copy),
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__active,Active,Active,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__day_period__afternoon,Afternoon,Afternoon,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Are you sure you want to switch this calendar to 1 week calendar ? All entries will be lost,Are you sure you want to switch this calendar to 1 week calendar ? All entries will be lost,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Are you sure you want to switch this calendar to 2 weeks calendar ? All entries will be lost,Are you sure you want to switch this calendar to 2 weeks calendar ? All entries will be lost,
resource,code,addons/resource/models/resource.py,320,Attendances can't overlap.,Attendances can't overlap.,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__hours_per_day,Average Hour per Day,Average Hour per Day,
resource,model,"ir.model.fields,help",resource.field_resource_calendar__hours_per_day,Average hours per day a resource is supposed to work with this calendar.,Average hours per day a resource is supposed to work with this calendar.,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__two_weeks_calendar,Calendar in 2 weeks mode,Calendar in 2 weeks mode,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__two_weeks_calendar,Calendar in 2 weeks mode,Calendar in 2 weeks mode,
resource,model,"ir.actions.act_window,name",resource.resource_calendar_closing_days,Closing Days,Closing Days,
resource,model,"ir.model,name",resource.model_res_company,Companies,Companies,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__company_id,Company,Company,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__company_id,Company,Company,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__company_id,Company,Company,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__company_id,Company,Company,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__company_id,Company,Company,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Company,Company,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Company,Company,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__create_uid,Created by,Created by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__create_uid,Created by,Created by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__create_uid,Created by,Created by,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__create_uid,Created by,Created by,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__create_uid,Created by,Created by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__create_date,Created on,Created on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__create_date,Created on,Created on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__create_date,Created on,Created on,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__create_date,Created on,Created on,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__create_date,Created on,Created on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__day_period,Day Period,Day Period,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__dayofweek,Day of Week,Day of Week,
resource,model,"ir.model.fields,field_description",resource.field_res_company__resource_calendar_id,Default Working Hours,Default Working Hours,
resource,model,"ir.model.fields,field_description",resource.field_res_users__resource_calendar_id,Default Working Hours,Default Working Hours,
resource,model,"ir.model.fields,help",resource.field_res_users__resource_calendar_id,Define the schedule of resource,Define the schedule of resource,
resource,model,"ir.model.fields,help",resource.field_resource_mixin__resource_calendar_id,Define the schedule of resource,Define the schedule of resource,
resource,model,"ir.model.fields,help",resource.field_resource_resource__calendar_id,Define the schedule of resource,Define the schedule of resource,
resource,model,"ir.model.fields,help",resource.field_resource_test__resource_calendar_id,Define the schedule of resource,Define the schedule of resource,
resource,model_terms,"ir.actions.act_window,help",resource.action_resource_calendar_form,Define working hours and time table that could be scheduled to your project members,Define working hours and time table that could be scheduled to your project members,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__display_name,Display Name,Display Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__display_type,Display Type,Display Type,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__time_efficiency,Efficiency Factor,Efficiency Factor,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__date_to,End Date,End Date,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__date_to,End Date,End Date,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__week_type__0,Even week,Even week,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__two_weeks_explanation,Explanation,Explanation,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__4,Friday,Friday,
resource,code,addons/resource/models/resource.py,172,Friday Afternoon,Friday Afternoon,
resource,code,addons/resource/models/resource.py,171,Friday Morning,Friday Morning,
resource,model,"ir.model.fields,help",resource.field_resource_calendar_attendance__sequence,Gives the sequence of this line when displaying the resource calendar.,Gives the sequence of this line when displaying the resource calendar.,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__global_leave_ids,Global Time Off,Global Time Off,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Global Time Off,Global Time Off,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Group By,Group By,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Group By,Group By,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_attendance_form,Hours,Hours,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_resource__resource_type__user,Human,Human,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__id,ID,ID,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__id,ID,ID,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__id,ID,ID,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__id,ID,ID,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__id,ID,ID,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__id,ID,ID,
resource,model,"ir.model.fields,help",resource.field_resource_calendar_leaves__resource_id,"If empty, this is a generic time off for the company. If a resource is set, the time off is only for this resource","If empty, this is a generic time off for the company. If a resource is set, the time off is only for this resource",
resource,model,"ir.model.fields,help",resource.field_resource_resource__active,"If the active field is set to False, it will allow you to hide the resource record without removing it.","If the active field is set to False, it will allow you to hide the resource record without removing it.",
resource,code,addons/resource/models/resource.py,213,"In a calendar with 2 weeks mode, all periods need to be in the sections.","In a calendar with 2 weeks mode, all periods need to be in the sections.",
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Inactive,Inactive,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_test____last_update,Last Modified on,Last Modified on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__write_uid,Last Updated by,Last Updated by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__write_uid,Last Updated by,Last Updated by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__write_uid,Last Updated by,Last Updated by,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__write_uid,Last Updated by,Last Updated by,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__write_uid,Last Updated by,Last Updated by,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__write_date,Last Updated on,Last Updated on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__write_date,Last Updated on,Last Updated on,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__write_date,Last Updated on,Last Updated on,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__write_date,Last Updated on,Last Updated on,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__write_date,Last Updated on,Last Updated on,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Leave Date,Leave Date,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_leave_form,Leave Detail,Leave Detail,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_leave_tree,Leave Detail,Leave Detail,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_resource__resource_type__material,Material,Material,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__0,Monday,Monday,
resource,code,addons/resource/models/resource.py,164,Monday Afternoon,Monday Afternoon,
resource,code,addons/resource/models/resource.py,163,Monday Morning,Monday Morning,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__day_period__morning,Morning,Morning,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__name,Name,Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__name,Name,Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__name,Name,Name,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__name,Name,Name,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__week_type__1,Odd week,Odd week,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_leaves__time_type__other,Other,Other,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__name,Reason,Reason,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_leave_form,Reason,Reason,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_leave_tree,Reason,Reason,
resource,model,"ir.model.fields,help",resource.field_resource_resource__user_id,Related user name for the resource to manage its access.,Related user name for the resource to manage its access.,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__resource_id,Resource,Resource,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__resource_id,Resource,Resource,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__resource_id,Resource,Resource,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__resource_id,Resource,Resource,
resource,model,"ir.ui.menu,name",resource.menu_resource_config,Resource,Resource,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_resource_form,Resource,Resource,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar,Resource,Resource,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Resource,Resource,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Resource,Resource,
resource,model,"ir.model,name",resource.model_resource_mixin,Resource Mixin,Resource Mixin,
resource,model,"ir.actions.act_window,name",resource.action_resource_calendar_leave_tree,Resource Time Off,Resource Time Off,
resource,model,"ir.actions.act_window,name",resource.resource_calendar_leaves_action_from_calendar,Resource Time Off,Resource Time Off,
resource,model,"ir.ui.menu,name",resource.menu_view_resource_calendar_leaves_search,Resource Time Off,Resource Time Off,
resource,model,"ir.model,name",resource.model_resource_calendar_leaves,Resource Time Off Detail,Resource Time Off Detail,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__resource_type,Resource Type,Resource Type,
resource,model,"ir.model,name",resource.model_resource_calendar,Resource Working Time,Resource Working Time,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__calendar_id,Resource's Calendar,Resource's Calendar,
resource,model,"ir.actions.act_window,name",resource.action_resource_resource_tree,Resources,Resources,
resource,model,"ir.actions.act_window,name",resource.resource_resource_action_from_calendar,Resources,Resources,
resource,model,"ir.model,name",resource.model_resource_resource,Resources,Resources,
resource,model,"ir.model.fields,field_description",resource.field_res_users__resource_ids,Resources,Resources,
resource,model,"ir.ui.menu,name",resource.menu_resource_resource,Resources,Resources,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_resource_tree,Resources,Resources,
resource,model,"ir.actions.act_window,name",resource.resource_calendar_resources_leaves,Resources Time Off,Resources Time Off,
resource,model_terms,"ir.actions.act_window,help",resource.action_resource_resource_tree,Resources allow you to create and manage resources that should be involved in a specific project phase. You can also set their efficiency level and workload based on their weekly working hours.,Resources allow you to create and manage resources that should be involved in a specific project phase. You can also set their efficiency level and workload based on their weekly working hours.,
resource,model_terms,"ir.actions.act_window,help",resource.resource_resource_action_from_calendar,Resources allow you to create and manage resources that should be involved in a specific project phase. You can also set their efficiency level and workload based on their weekly working hours.,Resources allow you to create and manage resources that should be involved in a specific project phase. You can also set their efficiency level and workload based on their weekly working hours.,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__5,Saturday,Saturday,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Search Resource,Search Resource,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Search Working Period Time Off,Search Working Period Time Off,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_search,Search Working Time,Search Working Time,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__display_type__line_section,Section,Section,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__sequence,Sequence,Sequence,
resource,code,addons/resource/models/res_company.py,22,Standard 40 hours/week,Standard 40 hours/week,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__date_from,Start Date,Start Date,
resource,model,"ir.model.fields,help",resource.field_resource_calendar_attendance__hour_from,"Start and End time of working.
A specific value of 24:00 is interpreted as 23:59:59.999999.","Start and End time of working.
A specific value of 24:00 is interpreted as 23:59:59.999999.",
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__date_from,Starting Date,Starting Date,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_leaves_search,Starting Date of Leave,Starting Date of Leave,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__6,Sunday,Sunday,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Switch to 1 week calendar,Switch to 1 week calendar,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Switch to 2 weeks calendar,Switch to 2 weeks calendar,
resource,model,"ir.model.fields,help",resource.field_resource_calendar_attendance__display_type,Technical field for UX purpose.,Technical field for UX purpose.,
resource,model,"ir.model,name",resource.model_resource_test,Test Resource Model,Test Resource Model,
resource,code,addons/resource/models/resource.py,771,The efficiency factor cannot be equal to 0.,The efficiency factor cannot be equal to 0.,
resource,code,addons/resource/models/resource.py,876,The start date of the time off must be earlier end date.,The start date of the time off must be earlier end date.,
resource,model,"ir.model.fields,help",resource.field_resource_calendar__tz,This field is used in order to define in which timezone the resources will work.,This field is used in order to define in which timezone the resources will work.,
resource,model,"ir.model.fields,help",resource.field_resource_mixin__tz,This field is used in order to define in which timezone the resources will work.,This field is used in order to define in which timezone the resources will work.,
resource,model,"ir.model.fields,help",resource.field_resource_resource__tz,This field is used in order to define in which timezone the resources will work.,This field is used in order to define in which timezone the resources will work.,
resource,model,"ir.model.fields,help",resource.field_resource_test__tz,This field is used in order to define in which timezone the resources will work.,This field is used in order to define in which timezone the resources will work.,
resource,model,"ir.model.fields,help",resource.field_resource_resource__time_efficiency,"This field is used to calculate the the expected duration of a work order at this work center. For example, if a work order takes one hour and the efficiency factor is 100%, then the expected duration will be one hour. If the efficiency factor is 200%, however the expected duration will be 30 minutes.","This field is used to calculate the the expected duration of a work order at this work center. For example, if a work order takes one hour and the efficiency factor is 100%, then the expected duration will be one hour. If the efficiency factor is 200%, however the expected duration will be 30 minutes.",
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__3,Thursday,Thursday,
resource,code,addons/resource/models/resource.py,170,Thursday Afternoon,Thursday Afternoon,
resource,code,addons/resource/models/resource.py,169,Thursday Morning,Thursday Morning,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__leave_ids,Time Off,Time Off,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_leaves__time_type__leave,Time Off,Time Off,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Time Off,Time Off,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__time_type,Time Type,Time Type,
resource,model,"ir.model.constraint,message",resource.constraint_resource_resource_check_time_efficiency,Time efficiency must be strictly positive,Time efficiency must be strictly positive,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__tz,Timezone,Timezone,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__tz,Timezone,Timezone,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__tz,Timezone,Timezone,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__tz,Timezone,Timezone,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__1,Tuesday,Tuesday,
resource,code,addons/resource/models/resource.py,166,Tuesday Afternoon,Tuesday Afternoon,
resource,code,addons/resource/models/resource.py,165,Tuesday Morning,Tuesday Morning,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Type,Type,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__user_id,User,User,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,User,User,
resource,model,"ir.model,name",resource.model_res_users,Users,Users,
resource,model,"ir.model.fields.selection,name",resource.selection__resource_calendar_attendance__dayofweek__2,Wednesday,Wednesday,
resource,code,addons/resource/models/resource.py,168,Wednesday Afternoon,Wednesday Afternoon,
resource,code,addons/resource/models/resource.py,167,Wednesday Morning,Wednesday Morning,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__week_type,Week Even/Odd,Week Even/Odd,
resource,model,"ir.model.fields,help",resource.field_resource_calendar_leaves__time_type,Whether this should be computed as a time off or as work time (eg: formation),Whether this should be computed as a time off or as work time (eg: formation),
resource,model,"ir.model,name",resource.model_resource_calendar_attendance,Work Detail,Work Detail,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Work Resources,Work Resources,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__hour_from,Work from,Work from,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_attendance__hour_to,Work to,Work to,
resource,model,"ir.model.fields,field_description",resource.field_res_company__resource_calendar_ids,Working Hours,Working Hours,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar_leaves__calendar_id,Working Hours,Working Hours,
resource,model,"ir.model.fields,field_description",resource.field_resource_mixin__resource_calendar_id,Working Hours,Working Hours,
resource,model,"ir.model.fields,field_description",resource.field_resource_test__resource_calendar_id,Working Hours,Working Hours,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Working Hours,Working Hours,
resource,code,addons/resource/models/resource.py,160,Working Hours of %s,Working Hours of %s,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_resource_search,Working Period,Working Period,
resource,model,"ir.model.fields,field_description",resource.field_resource_calendar__attendance_ids,Working Time,Working Time,
resource,model,"ir.model.fields,field_description",resource.field_resource_resource__calendar_id,Working Time,Working Time,
resource,model_terms,"ir.ui.view,arch_db",resource.resource_calendar_form,Working Time,Working Time,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_attendance_form,Working Time,Working Time,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_attendance_tree,Working Time,Working Time,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_search,Working Time,Working Time,
resource,model_terms,"ir.ui.view,arch_db",resource.view_resource_calendar_tree,Working Time,Working Time,
resource,model,"ir.actions.act_window,name",resource.action_resource_calendar_form,Working Times,Working Times,
resource,model,"ir.ui.menu,name",resource.menu_resource_calendar,Working Times,Working Times,
resource,code,addons/resource/models/resource.py,299,You can't delete section between weeks.,You can't delete section between weeks.,
resource,code,addons/resource/models/resource.py,218,even,even,
resource,code,addons/resource/models/resource.py,218,odd,odd,
sale,model,"ir.model.fields,field_description",sale.field_sale_report__nbr,# of Lines,# of Lines,
sale,model,"ir.model.fields,field_description",sale.field_payment_transaction__sale_order_ids_nbr,# of Sales Orders,# of Sales Orders,
sale,model,"mail.template,report_name",sale.email_template_edi_sale,"${(object.name or '').replace('/','_')}","${(object.name or '').replace('/','_')}",
sale,model,"mail.template,report_name",sale.mail_template_sale_confirmation,"${(object.name or '').replace('/','_')}","${(object.name or '').replace('/','_')}",
sale,model,"mail.template,subject",sale.mail_template_sale_confirmation,${object.company_id.name} ${(object.get_portal_last_transaction().state == 'pending') and 'Pending Order' or 'Order'} (Ref ${object.name or 'n/a' }),${object.company_id.name} ${(object.get_portal_last_transaction().state == 'pending') and 'Pending Order' or 'Order'} (Ref ${object.name or 'n/a' }),
sale,model,"mail.template,subject",sale.email_template_edi_sale,"${object.company_id.name} ${object.state in ('draft', 'sent') and 'Quotation' or 'Order'} (Ref ${object.name or 'n/a' })","${object.company_id.name} ${object.state in ('draft', 'sent') and 'Quotation' or 'Order'} (Ref ${object.name or 'n/a' })",
sale,model_terms,"ir.ui.view,arch_db",sale.portal_my_orders,&amp;nbsp;,&amp;nbsp;,
sale,model_terms,"ir.ui.view,arch_db",sale.report_saleorder_document,&amp;nbsp;<span>on</span>&amp;nbsp;,&amp;nbsp;<span>on</span>&amp;nbsp;,
sale,model_terms,"ir.ui.view,arch_db",sale.sale_order_portal_content,&amp;nbsp;<span>on</span>&amp;nbsp;,&amp;nbsp;<span>on</span>&amp;nbsp;,
sale,model_terms,"ir.ui.view,arch_db",sale.sale_order_portal_content_totals_table,&amp;nbsp;<span>on</span>&amp;nbsp;,&amp;nbsp;<span>on</span>&amp;nbsp;,
sale,model_terms,"ir.ui.view,arch_db",sale.sale_order_portal_template,&amp;times;,&amp;times;,
sale,model,"ir.actions.report,print_report_name",sale.action_report_pro_forma_invoice,'PRO-FORMA - %s' % (object.name),'PRO-FORMA - %s' % (object.name),
sale,model,"ir.actions.report,print_report_name",sale.action_report_saleorder,"(object.state in ('draft', 'sent') and 'Quotation - %s' % (object.name)) or 'Order - %s' % (object.name)","(object.state in ('draft', 'sent') and 'Quotation - %s' % (object.name)) or 'Order - %s' % (object.name)",
sale,model,"product.product,description_sale",sale.product_product_4e,"160x80cm, with large legs.","160x80cm, with large legs.",
sale,model,"product.product,description_sale",sale.product_product_4f,"160x80cm, with large legs.","160x80cm, with large legs.",
sale,model,"product.template,description_sale",sale.product_product_4e_product_template,"160x80cm, with large legs.","160x80cm, with large legs.",
